"id","cliente_id","fecha","subtotal","pagado","saldo","productos_vendidos","total","tipo_pago","usuario"
"438","19","2025-11-03 20:46:21.357268",,"75.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":3,""subtotal"":75,""id_producto"":9,""precio_unitario"":25}]","75.0","Efectivo","Adrian"
"439","19","2025-11-03 20:47:02.6868",,"36.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":36,""id_producto"":22,""precio_unitario"":36}]","36.0","Efectivo","Adrian"
"440","16","2025-11-04 15:08:56.110994",,"300.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":12,""subtotal"":300,""id_producto"":9,""precio_unitario"":25}]","300.0","Efectivo","Adrian"
"441","84","2025-11-04 15:21:14.868621",,"780.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":30,""subtotal"":780,""id_producto"":9,""precio_unitario"":26}]","780.0","Efectivo","Adrian"
"442","25","2025-11-04 15:30:07.802182",,"2800.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":112,""subtotal"":2800,""id_producto"":9,""precio_unitario"":25}]","2800.0","Efectivo","Adrian"
"443","13","2025-11-04 15:39:06.775193",,"650.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":26,""subtotal"":650,""id_producto"":9,""precio_unitario"":25}]","650.0","Efectivo","Adrian"
"444","130","2025-11-04 15:40:13.30336",,"520.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":20,""subtotal"":520,""id_producto"":9,""precio_unitario"":26}]","520.0","Efectivo","Adrian"
"445","56","2025-11-04 15:47:48.751728",,"25.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":25,""id_producto"":9,""precio_unitario"":25}]","25.0","Efectivo","Adrian"
"446","11","2025-11-04 15:50:28.16406",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":8,""subtotal"":200,""id_producto"":9,""precio_unitario"":25},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":4,""subtotal"":128,""id_producto"":22,""precio_unitario"":32}]","328.0","Pendiente","Adrian"
"447","70","2025-11-04 15:57:01.851288",,"480.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":15,""subtotal"":480,""id_producto"":22,""precio_unitario"":32}]","480.0","Efectivo","Adrian"
"448","218","2025-11-04 16:02:03.2329",,"75.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":25,""id_producto"":9,""precio_unitario"":25},{""nombre"":""Olla Reina JMD"",""cantidad"":1,""subtotal"":50,""id_producto"":19,""precio_unitario"":50}]","75.0","Efectivo","Adrian"
"449","234","2025-11-04 16:10:28.202726",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":20,""subtotal"":520,""id_producto"":9,""precio_unitario"":26}]","520.0","Pendiente","Adrian"
"450","46","2025-11-04 16:12:08.411924",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":6,""subtotal"":360,""id_producto"":3,""precio_unitario"":60}]","360.0","Pendiente","Adrian"
"451","235","2025-11-04 16:17:14.265668",,"624.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":24,""subtotal"":624,""id_producto"":9,""precio_unitario"":26}]","624.0","Efectivo","Adrian"
"452","236","2025-11-04 16:59:39.108692",,"405.0",,"[{""nombre"":""Nevera Milexus De 4.2"",""cantidad"":1,""subtotal"":190,""id_producto"":21,""precio_unitario"":190},{""nombre"":""Lavadora Automatica de 7.5kg"",""cantidad"":1,""subtotal"":215,""id_producto"":20,""precio_unitario"":215}]","405.0","Efectivo","Adrian"
"453","238","2025-11-04 17:07:24.694245",,"35.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":35,""id_producto"":9,""precio_unitario"":35}]","35.0","Efectivo","Adrian"
"454","239","2025-11-04 17:08:57.862341",,"30.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":30,""id_producto"":9,""precio_unitario"":30}]","30.0","Efectivo","Adrian"
"455","19","2025-11-04 18:50:33.856041",,"75.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":3,""subtotal"":75,""id_producto"":9,""precio_unitario"":25}]","75.0","Efectivo","Adrian"
"456","19","2025-11-04 18:53:46.121564",,"60.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":60,""id_producto"":3,""precio_unitario"":60}]","60.0","Efectivo","Adrian"
"457","16","2025-11-04 19:53:02.843099",,"300.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":10,""subtotal"":300,""id_producto"":22,""precio_unitario"":30}]","300.0","Efectivo","Adrian"
"458","240","2025-11-04 20:38:04.070111",,"70.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":70,""id_producto"":3,""precio_unitario"":70}]","70.0","Efectivo","Adrian"
"459","241","2025-11-04 21:05:20.003368",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":20,""subtotal"":520,""id_producto"":9,""precio_unitario"":26}]","520.0","Pendiente","Adrian"
"460","242","2025-11-05 14:38:13.974928",,"215.0",,"[{""nombre"":""Lavadora Automatica de 7.5kg"",""cantidad"":1,""subtotal"":215,""id_producto"":20,""precio_unitario"":215}]","215.0","Efectivo","Adrian"
"461","19","2025-11-05 14:46:58.50258",,"75.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":3,""subtotal"":75,""id_producto"":9,""precio_unitario"":25}]","75.0","Efectivo","Adrian"
"462","70","2025-11-05 15:27:33.598435",,"50.0",,"[{""nombre"":""Olla Reina JMD"",""cantidad"":1,""subtotal"":50,""id_producto"":19,""precio_unitario"":50}]","50.0","Efectivo","Adrian"
"463","243","2025-11-05 15:53:40.248961",,"45.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":45,""id_producto"":22,""precio_unitario"":45}]","45.0","Efectivo","Adrian"
"464","244","2025-11-05 15:56:03.014056",,"38.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":38,""id_producto"":22,""precio_unitario"":38}]","38.0","Efectivo","Adrian"
"465","19","2025-11-05 16:21:29.39044",,"32.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":32,""id_producto"":22,""precio_unitario"":32}]","32.0","Efectivo","Adrian"
"466","245","2025-11-05 16:40:54.365686",,"1560.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":60,""subtotal"":1560,""id_producto"":9,""precio_unitario"":26}]","1560.0","Efectivo","Adrian"
"467","246","2025-11-05 16:43:58.154947",,"750.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":30,""subtotal"":750,""id_producto"":9,""precio_unitario"":25}]","750.0","Efectivo","Adrian"
"468","247","2025-11-05 17:00:37.892876",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":2,""subtotal"":130,""id_producto"":3,""precio_unitario"":65}]","130.0","Pendiente","Adrian"
"469","19","2025-11-05 17:17:48.770589",,"50.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":2,""subtotal"":50,""id_producto"":9,""precio_unitario"":25}]","50.0","Efectivo","Adrian"
"470","70","2025-11-05 17:31:00.164943",,"25.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":25,""id_producto"":9,""precio_unitario"":25}]","25.0","Efectivo","Adrian"
"471","248","2025-11-05 18:01:51.911072",,"3520.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":110,""subtotal"":3520,""id_producto"":22,""precio_unitario"":32}]","3520.0","Efectivo","Adrian"
"472","249","2025-11-05 19:20:10.784355",,"0.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":3,""subtotal"":108,""id_producto"":22,""precio_unitario"":36},{""nombre"":""Olla Reina JMD"",""cantidad"":1,""subtotal"":50,""id_producto"":19,""precio_unitario"":50},{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","223.0","Pendiente","Adrian"
"473","250","2025-11-05 19:25:30.345883",,"1900.0",,"[{""nombre"":""Lavadora Automatica de 7.5kg"",""cantidad"":10,""subtotal"":1900,""id_producto"":20,""precio_unitario"":190}]","1900.0","Efectivo","Adrian"
"474","251","2025-11-05 19:31:38.032643",,"248.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":25,""id_producto"":9,""precio_unitario"":25},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":3,""subtotal"":108,""id_producto"":22,""precio_unitario"":36},{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65},{""nombre"":""Olla Reina JMD"",""cantidad"":1,""subtotal"":50,""id_producto"":19,""precio_unitario"":50}]","248.0","Efectivo","Adrian"
"475","2","2025-11-05 19:37:50.417468",,"0.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":36,""id_producto"":22,""precio_unitario"":36}]","36.0","Pendiente","Adrian"
"476","35","2025-11-05 19:48:32.470134",,"30.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":30,""id_producto"":9,""precio_unitario"":30}]","30.0","Efectivo","Adrian"
"477","252","2025-11-05 20:19:59.126649",,"50.0",,"[{""nombre"":""Olla Reina JMD"",""cantidad"":1,""subtotal"":50,""id_producto"":19,""precio_unitario"":50}]","50.0","Efectivo","Adrian"
"478","253","2025-11-05 20:47:32.598474",,"220.0",,"[{""nombre"":""Lavadora Automatica de 7.5kg"",""cantidad"":1,""subtotal"":220,""id_producto"":20,""precio_unitario"":220}]","220.0","Efectivo","Adrian"
"479","254","2025-11-05 20:51:16.275545",,"816.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":32,""subtotal"":816,""id_producto"":9,""precio_unitario"":25.5}]","816.0","Efectivo","Adrian"
"480","255","2025-11-05 21:03:29.227467",,"286.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":11,""subtotal"":286,""id_producto"":9,""precio_unitario"":26}]","286.0","Efectivo","Adrian"
"481","169","2025-11-05 21:12:37.193867",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":20,""subtotal"":520,""id_producto"":9,""precio_unitario"":26}]","520.0","Pendiente","Adrian"
"482","157","2025-11-05 21:18:25.964714",,"25.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":25,""id_producto"":9,""precio_unitario"":25}]","25.0","Efectivo","Adrian"
"483","256","2025-11-06 13:46:44.022833",,"32.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":32,""id_producto"":22,""precio_unitario"":32}]","32.0","Efectivo","Adrian"
"484","127","2025-11-06 14:02:02.028671",,"500.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":20,""subtotal"":500,""id_producto"":9,""precio_unitario"":25}]","500.0","Efectivo","Adrian"
"485","85","2025-11-06 15:50:32.095526",,"130.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":5,""subtotal"":130,""id_producto"":9,""precio_unitario"":26}]","130.0","Efectivo","Adrian"
"486","157","2025-11-06 16:09:50.739633",,"191.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":26,""id_producto"":9,""precio_unitario"":26},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":5,""subtotal"":165,""id_producto"":22,""precio_unitario"":33}]","191.0","Efectivo","Adrian"
"487","257","2025-11-06 16:15:11.171495",,"40.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":40,""id_producto"":22,""precio_unitario"":40}]","40.0","Efectivo","Adrian"
"488","258","2025-11-06 16:26:22.497475",,"30.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":30,""id_producto"":9,""precio_unitario"":30}]","30.0","Efectivo","Adrian"
"489","157","2025-11-06 18:17:12.388555",,"26.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":26,""id_producto"":9,""precio_unitario"":26}]","26.0","Efectivo","Adrian"
"490","19","2025-11-06 18:50:14.324419",,"50.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":2,""subtotal"":50,""id_producto"":9,""precio_unitario"":25}]","50.0","Efectivo","Adrian"
"491","25","2025-11-06 18:57:08.091841",,"225.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":9,""subtotal"":225,""id_producto"":9,""precio_unitario"":25}]","225.0","Efectivo","Adrian"
"492","35","2025-11-06 19:37:52.09117",,"600.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":20,""subtotal"":600,""id_producto"":22,""precio_unitario"":30}]","600.0","Efectivo","Adrian"
"493","181","2025-11-06 20:55:13.687194",,"32.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":32,""id_producto"":22,""precio_unitario"":32}]","32.0","Efectivo","Adrian"
"494","259","2025-11-07 13:59:58.094337",,"60.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":2,""subtotal"":60,""id_producto"":9,""precio_unitario"":30}]","60.0","Efectivo","Adrian"
"495","260","2025-11-07 14:01:16.903632",,"30.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":30,""id_producto"":9,""precio_unitario"":30}]","30.0","Efectivo","Adrian"
"496","261","2025-11-07 14:02:53.905742",,"30.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":30,""id_producto"":9,""precio_unitario"":30}]","30.0","Efectivo","Adrian"
"497","262","2025-11-07 14:03:59.14111",,"30.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":30,""id_producto"":9,""precio_unitario"":30}]","30.0","Efectivo","Adrian"
"498","19","2025-11-07 14:23:46.57477",,"32.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":32,""id_producto"":22,""precio_unitario"":32}]","32.0","Efectivo","Adrian"
"499","233","2025-11-07 15:12:55.290123",,"35.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":35,""id_producto"":22,""precio_unitario"":35}]","35.0","Efectivo","Adrian"
"500","264","2025-11-07 15:46:37.820212",,"30.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":30,""id_producto"":9,""precio_unitario"":30}]","30.0","Efectivo","Adrian"
"501","12","2025-11-07 16:34:52.574205",,"0.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":25,""subtotal"":750,""id_producto"":22,""precio_unitario"":30}]","750.0","Pendiente","Adrian"
"502","32","2025-11-07 16:35:54.300982",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":4,""subtotal"":100,""id_producto"":9,""precio_unitario"":25}]","100.0","Pendiente","Adrian"
"503","265","2025-11-07 16:42:58.744121",,"200.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":8,""subtotal"":200,""id_producto"":9,""precio_unitario"":25}]","200.0","Efectivo","Adrian"
"504","8","2025-11-07 16:44:41.523933",,"30.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":30,""id_producto"":9,""precio_unitario"":30}]","30.0","Efectivo","Adrian"
"505","234","2025-11-07 17:41:01.977212",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":25,""subtotal"":650,""id_producto"":9,""precio_unitario"":26}]","650.0","Pendiente","Adrian"
"506","63","2025-11-07 18:50:18.573958",,"270.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":10,""subtotal"":270,""id_producto"":9,""precio_unitario"":27}]","270.0","Efectivo","Adrian"
"507","266","2025-11-07 19:21:14.3249",,"200.0",,"[{""nombre"":""Lavadora Automatica de 7.5kg"",""cantidad"":1,""subtotal"":200,""id_producto"":20,""precio_unitario"":200}]","200.0","Efectivo","Adrian"
"508","218","2025-11-07 19:23:16.552861",,"72.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":2,""subtotal"":72,""id_producto"":22,""precio_unitario"":36}]","72.0","Efectivo","Adrian"
"509","56","2025-11-07 20:10:52.707204",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":4,""subtotal"":100,""id_producto"":9,""precio_unitario"":25}]","100.0","Pendiente","Adrian"
"510","267","2025-11-07 20:14:09.378456",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":30,""id_producto"":9,""precio_unitario"":30}]","30.0","Pendiente","Adrian"
"511","268","2025-11-07 20:51:40.693006",,"35.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":35,""id_producto"":9,""precio_unitario"":35}]","35.0","Efectivo","Adrian"
"512","173","2025-11-08 13:49:07.126522",,"297.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":11,""subtotal"":297,""id_producto"":9,""precio_unitario"":27}]","297.0","Efectivo","Adrian"
"513","269","2025-11-08 14:32:53.303849",,"780.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":30,""subtotal"":780,""id_producto"":9,""precio_unitario"":26}]","780.0","Efectivo","Adrian"
"514","13","2025-11-08 14:40:45.699985",,"30.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":30,""id_producto"":9,""precio_unitario"":30}]","30.0","Efectivo","Adrian"
"515","270","2025-11-08 15:02:31.906936",,"38.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":38,""id_producto"":22,""precio_unitario"":38}]","38.0","Efectivo","Adrian"
"516","271","2025-11-08 15:11:49.864041",,"7280.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":280,""subtotal"":7280,""id_producto"":9,""precio_unitario"":26}]","7280.0","Efectivo","Adrian"
"517","109","2025-11-08 15:33:40.006692",,"208.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":8,""subtotal"":208,""id_producto"":9,""precio_unitario"":26}]","208.0","Efectivo","Adrian"
"518","272","2025-11-08 15:39:42.574074",,"416.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":16,""subtotal"":416,""id_producto"":9,""precio_unitario"":26}]","416.0","Efectivo","Adrian"
"519","254","2025-11-08 16:09:47.580937",,"1250.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":50,""subtotal"":1250,""id_producto"":9,""precio_unitario"":25}]","1250.0","Efectivo","Adrian"
"520","157","2025-11-08 17:14:22.693987",,"25.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":25,""id_producto"":9,""precio_unitario"":25}]","25.0","Efectivo","Adrian"
"521","19","2025-11-08 17:45:42.160771",,"25.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":25,""id_producto"":9,""precio_unitario"":25}]","25.0","Efectivo","Adrian"
"522","273","2025-11-08 17:48:05.083575",,"190.0",,"[{""nombre"":""Nevera Milexus De 4.2"",""cantidad"":1,""subtotal"":190,""id_producto"":21,""precio_unitario"":190}]","190.0","Efectivo","Adrian"
"523","274","2025-11-08 18:54:55.24177",,"744.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":24,""subtotal"":744,""id_producto"":22,""precio_unitario"":31}]","744.0","Efectivo","Adrian"
"524","275","2025-11-08 18:59:04.724164",,"480.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":15,""subtotal"":480,""id_producto"":9,""precio_unitario"":32}]","480.0","Efectivo","Adrian"
"525","275","2025-11-08 19:01:17.768319",,"2720.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":85,""subtotal"":2720,""id_producto"":23,""precio_unitario"":32}]","2720.0","Efectivo","Adrian"
"526","25","2025-11-08 19:06:22.92676",,"725.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":29,""subtotal"":725,""id_producto"":9,""precio_unitario"":25}]","725.0","Efectivo","Adrian"
"527","25","2025-11-08 19:07:53.158844",,"25.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":1,""subtotal"":25,""id_producto"":23,""precio_unitario"":25}]","25.0","Efectivo","Adrian"
"528","19","2025-11-08 19:30:43.578745",,"100.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":4,""subtotal"":100,""id_producto"":23,""precio_unitario"":25}]","100.0","Efectivo","Adrian"
"529","19","2025-11-08 19:32:08.684553",,"32.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":32,""id_producto"":22,""precio_unitario"":32}]","32.0","Efectivo","Adrian"
"530","276","2025-11-08 20:10:26.73865",,"538.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":8,""subtotal"":208,""id_producto"":23,""precio_unitario"":26},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":10,""subtotal"":330,""id_producto"":22,""precio_unitario"":33}]","538.0","Efectivo","Adrian"
"531","277","2025-11-08 20:32:23.49824",,"3200.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":100,""subtotal"":3200,""id_producto"":22,""precio_unitario"":32}]","3200.0","Efectivo","Adrian"
"532","278","2025-11-08 20:34:18.473964",,"272.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":8,""subtotal"":272,""id_producto"":22,""precio_unitario"":34}]","272.0","Efectivo","Adrian"
"533","278","2025-11-08 20:35:05.819245",,"34.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":34,""id_producto"":22,""precio_unitario"":34}]","34.0","Efectivo","Adrian"
"534","279","2025-11-08 20:42:31.655441",,"76.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":2,""subtotal"":76,""id_producto"":22,""precio_unitario"":38}]","76.0","Efectivo","Adrian"
"535","105","2025-11-10 13:44:10.341091",,"243.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":9,""subtotal"":243,""id_producto"":23,""precio_unitario"":27}]","243.0","Efectivo","Adrian"
"536","114","2025-11-10 13:54:22.38276",,"648.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":24,""subtotal"":648,""id_producto"":23,""precio_unitario"":27}]","648.0","Efectivo","Adrian"
"537","35","2025-11-10 14:38:23.760951",,"32.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":32,""id_producto"":22,""precio_unitario"":32}]","32.0","Efectivo","Adrian"
"538","128","2025-11-10 14:49:50.17544",,"565.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":5,""subtotal"":125,""id_producto"":23,""precio_unitario"":25},{""nombre"":""Ventilador JMD 18p"",""cantidad"":2,""subtotal"":120,""id_producto"":3,""precio_unitario"":60},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":10,""subtotal"":320,""id_producto"":22,""precio_unitario"":32}]","565.0","Efectivo","Adrian"
"539","68","2025-11-10 14:57:33.960867",,"30.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":1,""subtotal"":30,""id_producto"":23,""precio_unitario"":30}]","30.0","Efectivo","Adrian"
"540","280","2025-11-10 15:04:54.308387",,"190.0",,"[{""nombre"":""Nevera Milexus De 4.2"",""cantidad"":1,""subtotal"":190,""id_producto"":21,""precio_unitario"":190}]","190.0","Efectivo","Adrian"
"541","85","2025-11-10 15:09:45.489102",,"205.0",,"[{""nombre"":""Lavadora Automatica de 7.5kg"",""cantidad"":1,""subtotal"":205,""id_producto"":20,""precio_unitario"":205}]","205.0","Efectivo","Adrian"
"542","56","2025-11-10 15:13:37.779657",,"250.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":10,""subtotal"":250,""id_producto"":23,""precio_unitario"":25}]","250.0","Efectivo","Adrian"
"543","46","2025-11-10 15:59:48.04345",,"50.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":2,""subtotal"":50,""id_producto"":23,""precio_unitario"":25}]","50.0","Efectivo","Adrian"
"544","281","2025-11-10 16:03:12.732032",,"230.0",,"[{""nombre"":""Lavadora Automatica de 7.5kg"",""cantidad"":1,""subtotal"":230,""id_producto"":20,""precio_unitario"":230}]","230.0","Efectivo","Adrian"
"545","282","2025-11-10 16:05:53.150174",,"38.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":1,""subtotal"":38,""id_producto"":22,""precio_unitario"":38}]","38.0","Efectivo","Adrian"
"546","203","2025-11-10 16:28:06.090419",,"416.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":16,""subtotal"":416,""id_producto"":23,""precio_unitario"":26}]","416.0","Efectivo","Adrian"
"547","283","2025-11-10 17:00:29.61565",,"320.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":10,""subtotal"":320,""id_producto"":22,""precio_unitario"":32}]","320.0","Efectivo","Adrian"
"548","283","2025-11-10 17:01:58.635942",,"160.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":5,""subtotal"":160,""id_producto"":22,""precio_unitario"":32}]","160.0","Efectivo","Adrian"
"549","157","2025-11-10 17:44:36.092776",,"0.0",,"[{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":3,""subtotal"":99,""id_producto"":22,""precio_unitario"":33}]","99.0","Pendiente","Adrian"
"550","36","2025-11-10 17:47:22.777583",,"250.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":10,""subtotal"":250,""id_producto"":23,""precio_unitario"":25}]","250.0","Efectivo","Adrian"
"551","13","2025-11-10 18:02:10.039627",,"375.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":15,""subtotal"":375,""id_producto"":23,""precio_unitario"":25}]","375.0","Efectivo","Adrian"
"552","284","2025-11-10 18:07:36.650667",,"30.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":1,""subtotal"":30,""id_producto"":23,""precio_unitario"":30}]","30.0","Efectivo","Adrian"
"553","12","2025-11-10 18:18:28.406738",,"0.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":4,""subtotal"":100,""id_producto"":23,""precio_unitario"":25}]","100.0","Pendiente","Adrian"
"554","285","2025-11-10 18:38:14.261925",,"30.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":1,""subtotal"":30,""id_producto"":23,""precio_unitario"":30}]","30.0","Efectivo","Adrian"
"555","12","2025-11-10 19:06:39.988097",,"0.0",,"[{""nombre"":""Cocinas Bryderk Yasmani"",""cantidad"":16,""subtotal"":400,""id_producto"":23,""precio_unitario"":25},{""nombre"":""ventilador de 12 pulgada nuevo"",""cantidad"":10,""subtotal"":320,""id_producto"":22,""precio_unitario"":32}]","720.0","Pendiente","Adrian"
